SpatialDimensionValueCode,TimeDim,NumericValue
EMR,2016,4.03189
EMR,2017,4.00252
EMR,2018,3.93618
EMR,2019,3.85842
EMR,2020,3.43219
EMR,2021,3.5666
ERI,2000,14.25839
ERI,2001,13.53204
ERI,2002,13.60187
ERI,2003,12.78038
ERI,2004,12.95307
ERI,2005,13.05618
ERI,2006,13.11047
ERI,2007,12.99917
ERI,2008,13.1801
ERI,2009,13.65288
ERI,2010,13.53885
ERI,2011,13.35941
ERI,2012,13.14359
ERI,2013,13.3606
ERI,2014,13.06611
ERI,2015,13.03929
ERI,2016,12.92557
ERI,2017,13.05044
ERI,2018,13.17851
ERI,2019,13.00138
ERI,2020,12.87004
ERI,2021,13.22532
ESP,2000,8.55059
ESP,2001,8.01921
ESP,2002,8.32951
ESP,2003,8.47114
ESP,2004,8.46393
ESP,2005,8.01394
ESP,2006,7.51773
ESP,2007,7.38466
ESP,2008,7.78349
ESP,2009,7.64115
ESP,2010,7.01394
ESP,2011,7.10121
ESP,2012,7.74195
ESP,2013,8.50057
ESP,2014,8.59512
ESP,2015,7.9663
ESP,2016,7.90032
ESP,2017,8.11662
ESP,2018,7.79132
ESP,2019,8.09842
ESP,2020,8.62427
ESP,2021,8.71558
EST,2000,29.27199
EST,2001,30.18285
EST,2002,28.20872
EST,2003,26.5525
EST,2004,25.5467
EST,2005,22.54202
EST,2006,20.88112
EST,2007,21.57974
EST,2008,19.64838
EST,2009,22.09618
EST,2010,18.28701
EST,2011,17.58982
EST,2012,19.44204
EST,2013,18.14727
EST,2014,19.22522
EST,2015,15.72634
EST,2016,15.04698
EST,2017,17.88733
EST,2018,15.7828
EST,2019,15.61
EST,2020,17.53942
EST,2021,14.9382
ETH,2000,7.25995
ETH,2001,7.11921
ETH,2002,6.88513
ETH,2003,6.67325
ETH,2004,6.46498
ETH,2005,6.22979
ETH,2006,6.03425
ETH,2007,5.90089
ETH,2008,5.79379
ETH,2009,5.66867
ETH,2010,5.56935
ETH,2011,5.5353
ETH,2012,5.43828
ETH,2013,5.07589
ETH,2014,4.99789
ETH,2015,5.20544
ETH,2016,5.32901
ETH,2017,5.36654
ETH,2018,5.55282
ETH,2019,5.67306
ETH,2020,5.67605
ETH,2021,6.06812
EUR,2000,21.46464
EUR,2001,20.81986
EUR,2002,20.62802
EUR,2003,20.15372
EUR,2004,19.57668
EUR,2005,19.01628
EUR,2006,17.93118
EUR,2007,17.25205
EUR,2008,17.16439
EUR,2009,16.85644
EUR,2010,16.44515
EUR,2011,16.13717
EUR,2012,15.9336
EUR,2013,15.73383
EUR,2014,15.45422
EUR,2015,14.81109
EUR,2016,14.18361
EUR,2017,13.61051
EUR,2018,13.52564
EUR,2019,13.14789
EUR,2020,12.454
EUR,2021,12.42682
FIN,2000,24.13205
FIN,2001,24.30542
FIN,2002,22.16437
FIN,2003,21.85381
FIN,2004,21.31424
FIN,2005,19.95885
FIN,2006,21.1038
FIN,2007,19.67572
FIN,2008,20.55969
FIN,2009,20.32926
FIN,2010,18.62935
FIN,2011,17.73648
FIN,2012,16.85444
FIN,2013,17.20118
FIN,2014,15.52453
FIN,2015,14.08667
FIN,2016,15.28915
FIN,2017,15.7142
FIN,2018,15.67292
FIN,2019,14.37568
FIN,2020,14.13805
FIN,2021,14.57026
FJI,2000,10.4718
FJI,2001,10.15221
FJI,2002,9.93481
FJI,2003,9.6317
FJI,2004,9.21966
FJI,2005,9.49302
FJI,2006,9.14473
FJI,2007,9.28304
FJI,2008,9.43765
FJI,2009,9.67186
FJI,2010,9.69125
FJI,2011,9.83894
FJI,2012,9.97176
FJI,2013,10.0161
FJI,2014,9.73382
FJI,2015,9.40249
FJI,2016,9.36657
FJI,2017,9.62857
FJI,2018,9.55056
FJI,2019,9.44895
FJI,2020,9.41553
FJI,2021,8.26638
FRA,2000,20.31598
FRA,2001,19.57477
FRA,2002,19.89597
FRA,2003,20.17817
FRA,2004,19.53027
FRA,2005,19.17332
FRA,2006,18.45781
FRA,2007,18.03096
FRA,2008,18.26131
FRA,2009,18.42889
FRA,2010,18.22902
FRA,2011,18.04467
FRA,2012,17.13303
FRA,2013,16.98259
FRA,2014,15.66243
FRA,2015,15.57142
FRA,2016,14.62787
FRA,2017,14.77871
FRA,2018,15.17084
FRA,2019,15.04709
FRA,2020,16.25226
FRA,2021,16.58226
FSM,2000,21.46408
FSM,2001,21.24975
FSM,2002,20.80843
FSM,2003,20.68179
FSM,2004,21.89443
FSM,2005,22.51853
FSM,2006,22.30576
FSM,2007,21.96402
FSM,2008,21.94841
FSM,2009,21.86309
FSM,2010,21.83946
FSM,2011,22.26473
FSM,2012,22.31812
FSM,2013,21.99852
FSM,2014,20.04666
FSM,2015,20.40291
FSM,2016,20.29236
FSM,2017,20.38948
FSM,2018,20.45729
FSM,2019,20.52312
FSM,2020,19.12179
FSM,2021,19.76217
GAB,2000,9.2709
GAB,2001,8.85306
GAB,2002,8.46702
GAB,2003,8.36248
GAB,2004,8.15643
GAB,2005,9.03606
GAB,2006,9.20004
GAB,2007,8.64142
GAB,2008,8.75282
GAB,2009,9.1818
GAB,2010,9.12335
GAB,2011,9.18342
GAB,2012,8.88221
GAB,2013,8.8181
GAB,2014,9.84697
GAB,2015,9.69019
GAB,2016,9.4206
GAB,2017,9.27929
GAB,2018,9.25182
GAB,2019,8.85584
GAB,2020,7.42438
GAB,2021,7.29744
GBR,2000,8.50554
GBR,2001,8.23348
GBR,2002,8.2725
GBR,2003,7.98613
GBR,2004,8.20447
GBR,2005,7.89911
GBR,2006,7.82666
GBR,2007,7.54235
GBR,2008,8.04813
GBR,2009,7.94318
GBR,2010,7.79764
GBR,2011,8.33251
GBR,2012,8.26811
GBR,2013,8.73821
GBR,2014,8.45223
GBR,2015,8.6211
GBR,2016,8.25014
GBR,2017,7.97743
GBR,2018,9.15679
GBR,2019,9.39161
GBR,2020,8.90109
GBR,2021,9.54807
GEO,2000,3.03096
GEO,2001,2.49115
GEO,2002,3.5286
GEO,2003,2.85111
GEO,2004,4.77241
GEO,2005,2.1577
GEO,2006,1.77706
GEO,2007,2.5641
GEO,2008,3.48635
GEO,2009,4.88562
GEO,2010,3.21217
GEO,2011,2.59294
GEO,2012,2.68288
GEO,2013,4.04231
GEO,2014,5.45763
GEO,2015,5.57732
GEO,2016,4.55327
GEO,2017,4.349
GEO,2018,6.99743
GEO,2019,7.33209
GEO,2020,5.7398
GEO,2021,5.09907
GHA,2000,3.40864
GHA,2001,3.65752
GHA,2002,3.87809
GHA,2003,4.13882
GHA,2004,4.38076
GHA,2005,4.46527
GHA,2006,4.54906
GHA,2007,4.48774
GHA,2008,4.80323
GHA,2009,5.14943
GHA,2010,5.19652
GHA,2011,5.36389
GHA,2012,5.37225
GHA,2013,5.43474
GHA,2014,5.45957
GHA,2015,5.48241
GHA,2016,5.48078
GHA,2017,5.5282
GHA,2018,5.34212
GHA,2019,5.28584
GHA,2020,5.07626
GHA,2021,5.31674
GIN,2000,4.15065
GIN,2001,4.2402
GIN,2002,4.4245
GIN,2003,4.49533
GIN,2004,4.54754
GIN,2005,4.45833
GIN,2006,4.66118
GIN,2007,4.77808
GIN,2008,4.83999
GIN,2009,4.87487
GIN,2010,5.15134
GIN,2011,5.09544
GIN,2012,5.11379
GIN,2013,5.11499
GIN,2014,5.09051
GIN,2015,5.03897
GIN,2016,4.96412
GIN,2017,4.99781
GIN,2018,4.97705
GIN,2019,5.01974
GIN,2020,5.0269
GIN,2021,4.81861
GMB,2000,4.65647
GMB,2001,4.72232
GMB,2002,4.93097
GMB,2003,5.00039
GMB,2004,5.00012
GMB,2005,4.85004
GMB,2006,4.65589
GMB,2007,4.63742
GMB,2008,4.69011
GMB,2009,4.67535
GMB,2010,4.50707
GMB,2011,4.76419
GMB,2012,4.83096
GMB,2013,4.84553
GMB,2014,4.86774
GMB,2015,4.90057
GMB,2016,4.88378
GMB,2017,4.91429
GMB,2018,4.90718
GMB,2019,5.01773
GMB,2020,4.888
GMB,2021,4.81185
GNB,2000,8.25013
GNB,2001,8.1913
GNB,2002,7.76514
GNB,2003,7.32662
GNB,2004,7.5073
GNB,2005,7.38542
GNB,2006,7.35256
GNB,2007,7.26766
GNB,2008,7.30077
GNB,2009,7.26995
GNB,2010,7.20604
GNB,2011,7.16803
GNB,2012,7.01653
GNB,2013,7.03011
GNB,2014,7.11114
GNB,2015,7.15146
GNB,2016,7.15256
GNB,2017,7.17573
GNB,2018,7.09957
GNB,2019,7.37828
GNB,2020,7.75487
GNB,2021,7.66672
GNQ,2000,9.50653
GNQ,2001,8.42566
GNQ,2002,7.79946
GNQ,2003,7.73325
GNQ,2004,7.30724
GNQ,2005,7.11833
GNQ,2006,6.69104
GNQ,2007,6.40294
GNQ,2008,6.6496
GNQ,2009,6.66982
GNQ,2010,6.68472
GNQ,2011,6.85549
GNQ,2012,6.76247
GNQ,2013,6.2021
GNQ,2014,6.13239
GNQ,2015,6.54682
GNQ,2016,7.08937
GNQ,2017,7.23484
GNQ,2018,7.5904
GNQ,2019,7.71436
GNQ,2020,7.40743
GNQ,2021,7.03379
GRC,2000,3.39333
GRC,2001,2.95487
GRC,2002,2.85711
GRC,2003,3.2972
GRC,2004,3.1012
GRC,2005,3.51439
GRC,2006,3.47555
GRC,2007,2.91315
GRC,2008,3.30634
GRC,2009,3.48544
GRC,2010,3.39642
GRC,2011,4.30582
GRC,2012,4.6951
GRC,2013,4.92821
GRC,2014,5.29706
GRC,2015,4.93624
GRC,2016,4.5958
GRC,2017,4.9974
GRC,2018,5.39442
GRC,2019,5.0763
GRC,2020,4.42128
GRC,2021,4.68187
GRD,2000,2.16832
GRD,2001,0.34306
GRD,2002,3.71817
GRD,2003,2.84946
GRD,2004,5.6155
GRD,2005,4.07475
GRD,2006,6.34072
GRD,2007,2.21173
GRD,2008,3.40525
GRD,2009,1.43721
GRD,2010,1.53784
GRD,2011,1.73632
GRD,2012,1.87399
GRD,2013,1.37703
GRD,2014,0.5953
GRD,2015,0.64032
GRD,2016,0.85185
GRD,2017,0.46767
GRD,2018,0.08482
GRD,2019,1.01043
GRD,2020,1.07611
GRD,2021,1.29933
GTM,2000,9.31754
GTM,2001,9.82424
GTM,2002,9.43203
GTM,2003,9.52819
GTM,2004,9.59026
GTM,2005,9.024
GTM,2006,8.76577
GTM,2007,6.67842
GTM,2008,6.63717
GTM,2009,6.25131
GTM,2010,5.72732
GTM,2011,4.80351
GTM,2012,4.59779
GTM,2013,4.92547
GTM,2014,5.09492
GTM,2015,5.45676
GTM,2016,5.55241
GTM,2017,5.92351
GTM,2018,5.6133
GTM,2019,5.88081
GTM,2020,5.07649
GTM,2021,4.93708
GUY,2000,26.73652
GUY,2001,29.74205
GUY,2002,29.03842
GUY,2003,28.77535
GUY,2004,27.42772
GUY,2005,26.71512
GUY,2006,26.93126
GUY,2007,26.87388
GUY,2008,26.29669
GUY,2009,28.46454
GUY,2010,28.76764
GUY,2011,29.10793
GUY,2012,30.78425
GUY,2013,33.31514
GUY,2014,33.63714
GUY,2015,33.24269
GUY,2016,34.25037
GUY,2017,32.0139
GUY,2018,29.04904
GUY,2019,27.63678
GUY,2020,29.53009
GUY,2021,24.7829
HND,2000,3.30932
HND,2001,3.33127
HND,2002,3.36437
HND,2003,3.41431
HND,2004,3.33727
HND,2005,3.36501
HND,2006,3.28957
HND,2007,3.29051
HND,2008,3.15781
HND,2009,3.07002
HND,2010,3.02535
HND,2011,2.91401
HND,2012,5.41184
HND,2013,5.32902
HND,2014,5.63647
HND,2015,6.50331
HND,2016,2.93374
HND,2017,3.00207
HND,2018,3.02048
HND,2019,3.05047
HND,2020,2.92278
HND,2021,2.97347
HRV,2000,20.48619
HRV,2001,19.56753
HRV,2002,19.3732
HRV,2003,19.64328
HRV,2004,19.94916
HRV,2005,20.02136
HRV,2006,18.21881
HRV,2007,17.74121
HRV,2008,18.17778
HRV,2009,18.13606
HRV,2010,18.03196
HRV,2011,16.31171
HRV,2012,18.25789
HRV,2013,16.33877
HRV,2014,17.03359
HRV,2015,17.36524
HRV,2016,16.18941
HRV,2017,15.48488
HRV,2018,16.76124
HRV,2019,14.90735
HRV,2020,14.66505
HRV,2021,15.68231
HTI,2000,8.29851
HTI,2001,8.05067
HTI,2002,8.09059
HTI,2003,8.07797
HTI,2004,7.81945
HTI,2005,7.88518
HTI,2006,7.74374
HTI,2007,7.82857
HTI,2008,7.77522
HTI,2009,7.91632
HTI,2010,7.88018
HTI,2011,7.83591
HTI,2012,8.0995
HTI,2013,8.15118
HTI,2014,8.08037
HTI,2015,8.12927
HTI,2016,7.87751
HTI,2017,8.03652
HTI,2018,8.44156
HTI,2019,8.59588
HTI,2020,7.8924
HTI,2021,7.81419
HUN,2000,33.25955
HUN,2001,29.70375
HUN,2002,28.52005
HUN,2003,27.99245
HUN,2004,27.45538
HUN,2005,26.35011
HUN,2006,24.92857
HUN,2007,24.94953
HUN,2008,25.34425
HUN,2009,25.29546
HUN,2010,25.55878
HUN,2011,25.23176
HUN,2012,25.03962
HUN,2013,22.29974
HUN,2014,20.59593
HUN,2015,20.00866
HUN,2016,18.81508
HUN,2017,17.41688
HUN,2018,17.75372
HUN,2019,16.65305
HUN,2020,18.2193
HUN,2021,16.45273
IDN,2000,2.15073
IDN,2001,2.15688
IDN,2002,2.13892
IDN,2003,2.09256
IDN,2004,2.03343
IDN,2005,1.99752
IDN,2006,1.95872
IDN,2007,1.93755
IDN,2008,1.90274
IDN,2009,1.85721
IDN,2010,1.81948
IDN,2011,1.76444
IDN,2012,1.73812
IDN,2013,1.67092
IDN,2014,1.62009
IDN,2015,1.60126
IDN,2016,1.59463
IDN,2017,1.5864
IDN,2018,1.58481
IDN,2019,1.59538
IDN,2020,1.38052
IDN,2021,1.20441
IND,2000,15.92825
IND,2001,15.09715
IND,2002,15.13863
IND,2003,15.02607
IND,2004,15.40209
IND,2005,15.67832
IND,2006,15.85648
IND,2007,15.85695
IND,2008,15.796
IND,2009,15.68411
IND,2010,15.90145
IND,2011,15.8515
IND,2012,15.88392
IND,2013,15.68177
IND,2014,15.12361
IND,2015,14.63077
IND,2016,14.62498
IND,2017,14.86996
IND,2018,14.31066
IND,2019,13.97581
IND,2020,13.01168
IND,2021,12.55596
IRL,2000,12.44777
IRL,2001,12.91592
IRL,2002,11.97068
IRL,2003,11.96402
IRL,2004,11.63941
IRL,2005,11.88746
IRL,2006,11.11525
IRL,2007,11.37269
IRL,2008,12.14848
IRL,2009,14.03496
IRL,2010,12.08278
IRL,2011,12.71167
IRL,2012,12.37385
IRL,2013,11.11957
IRL,2014,10.88164
IRL,2015,9.43213
IRL,2016,9.63231
IRL,2017,8.47365
IRL,2018,9.28607
IRL,2019,8.06805
IRL,2020,8.61922
IRL,2021,8.54697
IRN,2000,6.03132
IRN,2001,5.87381
IRN,2002,5.68971
IRN,2003,5.09924
IRN,2004,5.20131
IRN,2005,4.91784
IRN,2006,4.82758
IRN,2007,5.4107
IRN,2008,5.27992
IRN,2009,5.09509
IRN,2010,4.95862
IRN,2011,4.84257
IRN,2012,4.51781
IRN,2013,4.68493
IRN,2014,4.92606
IRN,2015,4.66372
IRN,2016,4.72463
IRN,2017,4.49977
IRN,2018,4.32845
IRN,2019,4.26941
IRN,2020,3.39861
IRN,2021,4.07296
IRQ,2000,4.1287
IRQ,2001,4.0571
IRQ,2002,3.99225
IRQ,2003,3.87104
IRQ,2004,3.85979
IRQ,2005,3.75662
IRQ,2006,3.6321
IRQ,2007,3.56408
IRQ,2008,3.57634
IRQ,2009,3.59247
IRQ,2010,3.5685
IRQ,2011,3.58092
IRQ,2012,3.51282
IRQ,2013,3.47893
IRQ,2014,3.26378
IRQ,2015,3.33941
IRQ,2016,3.30774
IRQ,2017,3.31044
IRQ,2018,3.27872
IRQ,2019,3.24821
IRQ,2020,2.85882
IRQ,2021,2.97457
ISL,2000,13.3022
ISL,2001,12.81535
ISL,2002,12.15693
ISL,2003,12.45397
ISL,2004,12.49465
ISL,2005,11.74926
ISL,2006,12.73474
ISL,2007,15.46237
ISL,2008,15.79153
ISL,2009,14.54155
ISL,2010,12.93827
ISL,2011,11.53047
ISL,2012,13.51987
ISL,2013,13.88397
ISL,2014,15.54124
ISL,2015,13.97098
ISL,2016,11.80661
ISL,2017,10.94813
ISL,2018,9.35885
ISL,2019,11.97822
ISL,2020,12.93643
ISL,2021,11.90903
ISR,2000,6.83097
ISR,2001,6.44898
ISR,2002,5.70146
ISR,2003,6.38388
ISR,2004,6.05875
ISR,2005,6.93011
ISR,2006,5.57961
ISR,2007,5.26767
ISR,2008,5.28849
ISR,2009,5.97566
ISR,2010,6.71163
ISR,2011,5.62561
ISR,2012,6.02593
ISR,2013,5.0944
ISR,2014,4.97681
ISR,2015,4.50715
ISR,2016,5.13065
ISR,2017,5.07023
ISR,2018,5.35702
ISR,2019,5.02806
ISR,2020,5.07892
ISR,2021,4.36692
ITA,2000,7.67099
ITA,2001,7.49081
ITA,2002,7.56616
ITA,2003,7.45377
ITA,2004,7.21857
ITA,2005,6.76471
ITA,2006,6.77013
ITA,2007,6.7484
ITA,2008,6.99131
ITA,2009,7.09689
ITA,2010,6.99936
ITA,2011,7.46356
ITA,2012,7.6461
ITA,2013,7.60343
ITA,2014,7.30192
ITA,2015,7.19882
ITA,2016,6.61627
ITA,2017,7.05931
ITA,2018,6.8916
ITA,2019,6.77386
ITA,2020,6.77354
ITA,2021,6.99128
JAM,2000,1.03848
JAM,2001,1.04382
JAM,2002,0.97136
JAM,2003,0.87941
JAM,2004,0.79307
JAM,2005,1.52516
JAM,2006,0.74105
JAM,2007,2.67385
JAM,2008,2.64725
JAM,2009,1.71429
JAM,2010,1.00952
JAM,2011,1.50751
JAM,2012,1.03973
JAM,2013,1.03996
JAM,2014,1.04036
JAM,2015,1.62994
JAM,2016,1.60517
JAM,2017,1.68279
JAM,2018,1.64708
JAM,2019,1.68756
JAM,2020,1.5558
JAM,2021,1.69309
JOR,2000,2.19692
JOR,2001,2.07182
JOR,2002,2.00886
JOR,2003,1.90306
JOR,2004,1.87994
JOR,2005,1.69817
JOR,2006,1.43626
JOR,2007,1.19562
JOR,2008,1.15632
JOR,2009,1.0531
JOR,2010,0.98157
JOR,2011,0.88333
JOR,2012,0.86937
JOR,2013,0.83907
JOR,2014,0.82786
JOR,2015,0.8008
JOR,2016,0.82302
JOR,2017,0.789
JOR,2018,0.76084
JOR,2019,0.76609
JOR,2020,0.66113
JOR,2021,0.60397
JPN,2000,24.11656
JPN,2001,23.40088
JPN,2002,24.05374
JPN,2003,25.80502
JPN,2004,24.31267
JPN,2005,24.55621
JPN,2006,24.09354
JPN,2007,25.18944
JPN,2008,24.61537
JPN,2009,25.12402
JPN,2010,24.30885
JPN,2011,23.51967
JPN,2012,21.8026
JPN,2013,21.54294
JPN,2014,20.23438
JPN,2015,19.30353
JPN,2016,17.67081
JPN,2017,17.18637
JPN,2018,16.87458
JPN,2019,16.46701
JPN,2020,17.15891
JPN,2021,17.43069
KAZ,2000,33.38664
KAZ,2001,33.80271
KAZ,2002,33.10754
KAZ,2003,34.81899
KAZ,2004,37.15552
KAZ,2005,36.01421
KAZ,2006,34.7599
KAZ,2007,34.78676
KAZ,2008,32.25034
KAZ,2009,28.79662
KAZ,2010,28.05307
KAZ,2011,26.57325
KAZ,2012,25.34302
KAZ,2013,24.64273
KAZ,2014,22.3735
KAZ,2015,21.597
KAZ,2016,19.94293
KAZ,2017,18.87167
KAZ,2018,18.55992
KAZ,2019,18.79648
KAZ,2020,16.98852
KAZ,2021,14.5977
KEN,2000,4.54403
KEN,2001,4.46448
KEN,2002,4.74532
KEN,2003,4.64424
KEN,2004,4.73375
KEN,2005,4.87323
KEN,2006,5.01128
KEN,2007,5.3267
KEN,2008,5.47977
KEN,2009,5.63032
KEN,2010,5.88479
KEN,2011,5.67291
KEN,2012,5.24311
KEN,2013,5.18634
KEN,2014,4.70949
KEN,2015,5.05755
KEN,2016,4.97695
KEN,2017,5.68998
KEN,2018,6.52881
KEN,2019,6.45365
KEN,2020,5.59437
KEN,2021,4.58158
KGZ,2000,13.44558
KGZ,2001,13.03667
KGZ,2002,13.31831
KGZ,2003,12.71773
KGZ,2004,12.3214
KGZ,2005,12.46127
KGZ,2006,12.17201
KGZ,2007,11.92012
KGZ,2008,11.57743
KGZ,2009,11.41565
KGZ,2010,11.32188
KGZ,2011,11.4672
KGZ,2012,11.23081
KGZ,2013,10.44516
KGZ,2014,10.11166
KGZ,2015,10.02129
KGZ,2016,9.04868
KGZ,2017,9.07566
KGZ,2018,8.82454
KGZ,2019,8.59989
KGZ,2020,6.93339
KGZ,2021,6.80154
KHM,2000,4.08647
KHM,2001,4.19611
KHM,2002,3.90372
KHM,2003,3.98017
KHM,2004,4.13978
KHM,2005,4.29602
KHM,2006,4.36865
KHM,2007,4.54371
KHM,2008,4.54641
KHM,2009,4.49409
KHM,2010,4.55577
KHM,2011,4.47787
KHM,2012,4.55109
KHM,2013,4.47434
KHM,2014,4.43712
KHM,2015,4.44556
KHM,2016,4.45115
KHM,2017,4.44295
KHM,2018,4.44374
KHM,2019,4.46227
KHM,2020,4.33209
KHM,2021,4.49979
KIR,2000,19.07996
KIR,2001,18.97331
KIR,2002,18.85192
KIR,2003,18.22001
KIR,2004,18.29708
KIR,2005,19.30058
KIR,2006,18.56333
KIR,2007,20.04052
KIR,2008,20.67286
KIR,2009,20.41029
KIR,2010,20.35242
KIR,2011,20.96387
KIR,2012,20.4666
KIR,2013,20.97559
KIR,2014,20.41069
KIR,2015,20.26919
KIR,2016,20.71162
KIR,2017,19.63335
KIR,2018,19.12485
KIR,2019,19.80322
KIR,2020,18.60214
KIR,2021,17.46706
KOR,2000,15.06061
KOR,2001,16.13849
KOR,2002,19.55961
KOR,2003,24.89728
KOR,2004,26.20925
KOR,2005,27.5784
KOR,2006,24.45415
KOR,2007,27.55385
KOR,2008,29.28994
KOR,2009,35.11739
KOR,2010,34.91559
KOR,2011,35.49158
KOR,2012,31.01331
KOR,2013,31.2071
KOR,2014,29.35107
KOR,2015,28.22538
KOR,2016,27.05891
KOR,2017,25.60603
KOR,2018,28.28214
KOR,2019,28.44276
KOR,2020,27.15565
KOR,2021,27.5297
KWT,2000,3.18976
KWT,2001,3.73381
KWT,2002,4.52096
KWT,2003,4.0115
KWT,2004,3.79749
KWT,2005,3.40938
KWT,2006,2.77227
KWT,2007,1.51671
KWT,2008,1.56862
KWT,2009,1.44382
KWT,2010,1.34186
KWT,2011,1.12794
KWT,2012,1.32096
KWT,2013,1.35431
KWT,2014,1.44191
KWT,2015,1.91362
KWT,2016,1.84543
KWT,2017,1.89997
KWT,2018,1.81291
KWT,2019,1.89963
KWT,2020,2.19277
KWT,2021,2.30511
LAO,2000,5.70002
LAO,2001,5.66562
LAO,2002,5.42914
LAO,2003,5.09066
LAO,2004,4.98093
LAO,2005,5.21331
LAO,2006,5.09114
LAO,2007,4.84629
LAO,2008,5.14924
LAO,2009,4.99949
LAO,2010,4.95592
LAO,2011,4.87394
LAO,2012,4.80878
LAO,2013,4.74933
LAO,2014,4.77934
LAO,2015,4.68867
LAO,2016,4.63148
LAO,2017,4.5775
LAO,2018,4.57256
LAO,2019,4.55274
LAO,2020,3.96366
LAO,2021,4.57814
LBN,2000,0.94389
LBN,2001,0.91104
LBN,2002,0.88597
LBN,2003,0.87477
LBN,2004,0.86348
LBN,2005,0.86506
LBN,2006,0.86011
LBN,2007,0.8509
LBN,2008,0.84901
LBN,2009,0.84198
LBN,2010,0.83513
LBN,2011,0.84316
LBN,2012,0.84812
LBN,2013,0.85214
LBN,2014,0.83294
LBN,2015,0.81188
LBN,2016,0.75896
LBN,2017,0.74275
LBN,2018,0.69677
LBN,2019,0.69501
LBN,2020,0.79036
LBN,2021,0.70191
LBR,2000,5.10193
LBR,2001,4.98547
LBR,2002,5.21139
LBR,2003,4.87203
LBR,2004,5.22903
LBR,2005,4.9542
LBR,2006,5.07396
LBR,2007,5.07413
LBR,2008,5.18836
LBR,2009,5.48844
LBR,2010,5.79656
LBR,2011,6.13353
LBR,2012,6.02234
LBR,2013,5.87555
LBR,2014,5.75231
LBR,2015,5.79848
LBR,2016,5.82739
LBR,2017,5.95319
LBR,2018,5.87288
LBR,2019,5.87271
LBR,2020,5.88944
LBR,2021,5.96626
LBY,2000,4.63144
LBY,2001,5.27797
LBY,2002,4.82143
LBY,2003,4.91389
LBY,2004,4.46868
LBY,2005,4.27791
LBY,2006,3.63584
LBY,2007,4.13919
LBY,2008,4.65787
LBY,2009,5.13278
LBY,2010,5.22098
LBY,2011,6.55494
LBY,2012,4.36312
LBY,2013,3.83447
LBY,2014,5.74654
LBY,2015,5.91996
LBY,2016,5.61871
LBY,2017,6.28815
LBY,2018,6.4872
LBY,2019,5.94651
LBY,2020,4.96354
LBY,2021,5.0049
LCA,2000,7.28107
LCA,2001,7.31416
LCA,2002,6.76336
LCA,2003,7.10064
LCA,2004,6.61529
LCA,2005,6.68321
LCA,2006,6.88706
LCA,2007,6.46219
LCA,2008,6.50933
LCA,2009,6.67189
LCA,2010,7.55759
LCA,2011,6.86995
LCA,2012,8.19965
LCA,2013,7.3899
LCA,2014,7.44044
LCA,2015,7.71562
LCA,2016,7.44038
LCA,2017,7.10668
LCA,2018,6.93358
LCA,2019,7.22977
LCA,2020,7.33712
LCA,2021,5.26623
LKA,2000,38.89828
LKA,2001,33.75726
LKA,2002,29.9527
LKA,2003,28.1905
LKA,2004,25.17738
LKA,2005,25.40251
LKA,2006,24.14022
LKA,2007,22.03011
LKA,2008,21.22991
LKA,2009,18.99176
LKA,2010,17.33741
LKA,2011,18.15215
LKA,2012,17.08322
LKA,2013,16.00481
LKA,2014,15.02821
LKA,2015,14.79542
LKA,2016,15.10393
LKA,2017,15.19743
LKA,2018,15.4559
LKA,2019,15.94353
LKA,2020,12.4353
LKA,2021,14.74318
LSO,2000,12.67766
LSO,2001,11.43311
LSO,2002,12.62254
LSO,2003,14.76835
LSO,2004,15.533
LSO,2005,17.15904
LSO,2006,19.01457
LSO,2007,21.38585
LSO,2008,16.41876
LSO,2009,15.8151
LSO,2010,25.99457
LSO,2011,27.34052
LSO,2012,21.71384
LSO,2013,24.13548
LSO,2014,27.95616
LSO,2015,27.87277
LSO,2016,26.72669
LSO,2017,26.06679
LSO,2018,27.88441
LSO,2019,28.76971
LSO,2020,33.37877
LSO,2021,28.66132
LTU,2000,50.40488
LTU,2001,47.386
LTU,2002,47.57504
LTU,2003,45.7027
LTU,2004,43.82399
LTU,2005,43.2113
LTU,2006,35.40331
LTU,2007,34.50852
LTU,2008,38.15835
LTU,2009,39.25703
LTU,2010,37.47441
LTU,2011,38.31856
LTU,2012,35.08015
LTU,2013,40.76936
LTU,2014,35.50723
LTU,2015,34.49336
LTU,2016,32.33963
LTU,2017,29.52678
LTU,2018,27.40435
LTU,2019,26.32802
LTU,2020,24.51666
LTU,2021,22.12234
LUX,2000,15.0642
LUX,2001,15.77208
LUX,2002,15.14166
LUX,2003,15.05935
LUX,2004,11.56676
LUX,2005,12.86431
LUX,2006,14.13839
LUX,2007,13.45985
LUX,2008,13.02526
LUX,2009,11.02429
LUX,2010,11.68707
LUX,2011,11.99006
LUX,2012,11.29294
LUX,2013,11.27582
LUX,2014,12.57068
LUX,2015,12.34262
LUX,2016,10.22213
LUX,2017,9.955
LUX,2018,10.07447
LUX,2019,11.15993
LUX,2020,9.68683
LUX,2021,8.22451
LVA,2000,34.82475
LVA,2001,32.29328
LVA,2002,31.60169
LVA,2003,29.36922
LVA,2004,26.96057
LVA,2005,26.72268
LVA,2006,23.2163
LVA,2007,20.95137
LVA,2008,26.53947
LVA,2009,26.42033
LVA,2010,22.72206
LVA,2011,22.77686
LVA,2012,23.62347
