SpatialDimensionValueCode,TimeDim,NumericValue
HND,2011,2.91401
LBR,2000,5.10193
NAM,2012,8.77899
IRQ,2021,2.97457
AUT,2007,15.97507
CHE,2003,18.70046
ETH,2000,7.25995
POL,2020,13.87548
GHA,2006,4.54906
FJI,2005,9.49302
ESP,2011,7.10121
ESP,2021,8.71558
NGA,2002,5.21205
SYC,2000,8.91436
ISL,2003,12.45397
VEN,2015,6.12156
WB_UMI,2019,7.78514
CMR,2020,7.90893
MAR,2011,3.96639
ARM,2003,2.81176
TGO,2000,8.32628
SYR,2013,0.64219
TCD,2010,5.55698
AUS,2001,13.03573
CHE,2007,19.46768
NIC,2018,5.27495
WB_LI,2000,6.62528
MLI,2016,4.20898
UZB,2020,8.57769
WB_HI,2013,16.24866
IRL,2015,9.43213
PRT,2008,13.03143
SOM,2011,6.85993
NLD,2006,9.58047
LCA,2014,7.44044
MDA,2013,15.99261
ERI,2000,14.25839
GBR,2014,8.45223
ISL,2018,9.35885
ARM,2015,6.11294
MDA,2002,19.84562
BGD,2003,4.39039
BFA,2005,8.57446
AFG,2021,3.59542
COL,2000,5.1185
QAT,2014,7.61045
OMN,2015,1.68874
IDN,2002,2.13892
TZA,2014,3.95943
CMR,2021,8.49675
WB_LI,2021,6.36657
MDA,2021,14.14252
HTI,2003,8.07797
SRB,2004,22.84065
KAZ,2010,28.05307
SLB,2016,20.44922
POL,2007,15.77165
ERI,2006,13.11047
PAN,2000,4.66208
JAM,2016,1.60517
QAT,2007,10.51667
TKM,2019,6.90403
MNG,2021,18.49847
UKR,2002,32.48522
GTM,2020,5.07649
MDG,2001,5.86413
ARM,2018,2.32262
CAF,2000,12.60821
CPV,2008,13.78902
ISL,2019,11.97822
AFR,2021,7.26929
BGR,2011,11.06691
FIN,2005,19.95885
GAB,2000,9.2709
JAM,2021,1.69309
EMR,2010,4.1497
SVN,2017,20.42722
PER,2017,1.40996
VUT,2005,16.91109
WB_UMI,2009,8.96596
TJK,2018,2.66715
HND,2016,2.93374
ECU,2008,8.21725
CUB,2006,12.74371
BTN,2002,5.63214
UZB,2018,10.72278
MKD,2011,5.9738
CHE,2016,14.16106
IDN,2018,1.58481
CUB,2016,13.3864
HND,2001,3.33127
COM,2017,6.27122
MAR,2003,4.46339
BEL,2020,16.88794
FRA,2019,15.04709
YEM,2004,5.14777
TUN,2009,2.95224
ROU,2018,10.22121
BTN,2006,5.78661
IDN,2019,1.59538
PRY,2015,6.54087
WB_LI,2020,6.09333
CUB,2002,14.74646
RUS,2002,50.71784
BIH,2019,10.90849
MOZ,2003,6.26354
CHL,2003,9.83697
HRV,2006,18.21881
POL,2018,13.473
POL,2016,13.81248
PAK,2021,5.63959
LCA,2009,6.67189
WB_UMI,2006,10.07735
PRI,2002,6.23414
AMR,2016,9.36515
SLE,2004,5.30409
GRC,2015,4.93624
CMR,2011,8.17724
TGO,2016,9.97514
OMN,2012,2.04768
CYP,2017,4.40648
LBR,2013,5.87555
DEU,2013,13.4792
PNG,2017,1.92225
COL,2009,4.09505
COG,2011,7.74188
SWZ,2017,28.86874
MLT,2014,7.05488
PAK,2009,6.75686
IRQ,2002,3.99225
NLD,2000,9.52017
CAN,2006,11.85839
DJI,2009,6.37678
AMR,2010,8.43598
CHN,2000,15.48632
KIR,2019,19.80322
KAZ,2017,18.87167
NPL,2018,10.5975
RUS,2004,47.43951
PHL,2014,2.71519
TTO,2013,11.60371
GMB,2006,4.65589
BTN,2010,5.15422
EGY,2008,0.90497
ECU,2005,8.34281
WSM,2016,13.28815
LBY,2021,5.0049
GMB,2016,4.88378
BEN,2011,7.43514
BWA,2021,8.35228
ITA,2001,7.49081
SWE,2011,14.0704
MKD,2016,5.87543
MDV,2002,2.79848
SLB,2021,19.59543
ZMB,2018,5.51735
LAO,2018,4.57256
NAM,2015,9.51883
TJK,2015,2.84359
ITA,2009,7.09689
PRT,2009,13.01322
LVA,2002,31.60169
GIN,2020,5.0269
SEAR,2004,12.05791
NGA,2005,5.07689
KEN,2006,5.01128
LVA,2005,26.72268
TKM,2013,7.16154
VNM,2002,5.93661
EUR,2010,16.44515
BOL,2007,6.12492
LBN,2015,0.81188
BGR,2006,13.29684
MRT,2004,2.68132
BEN,2006,6.74913
GIN,2019,5.01974
OMN,2014,2.0441
ISR,2020,5.07892
MMR,2021,2.89401
HTI,2021,7.81419
GEO,2011,2.59294
MKD,2005,6.84288
NIC,2015,4.72137
MWI,2010,6.60035
BWA,2001,11.75553
VCT,2020,0.31574
THA,2006,9.30568
EST,2010,18.28701
ISL,2020,12.93643
MEX,2000,3.70327
SLE,2000,4.63393
SLV,2020,7.43992
IND,2012,15.88392
FIN,2002,22.16437
GIN,2007,4.77808
WB_HI,2017,14.76717
ZWE,2020,15.50532
TCD,2002,5.2492
CAN,2010,12.89314
PAK,2020,5.43162
GBR,2016,8.25014
PER,2004,1.08392
LBN,2001,0.91104
CYP,2000,1.92492
EUR,2005,19.01628
GMB,2003,5.00039
FRA,2020,16.25226
TUN,2016,2.53196
EUR,2013,15.73383
TJK,2001,3.40427
GNB,2020,7.75487
SYR,2007,0.6402
KGZ,2012,11.23081
URY,2015,18.73129
VCT,2015,2.63591
SOM,2016,7.96969
BHS,2016,3.65062
BLZ,2019,5.02205
WPR,2009,11.91257
COL,2005,4.22417
ZMB,2003,6.00324
GIN,2004,4.54754
HRV,2021,15.68231
CYP,2002,2.0621
WB_UMI,2008,9.3235
USA,2015,14.41543
AFG,2013,3.61291
MRT,2015,2.72537
GUY,2018,29.04904
SVK,2007,14.22444
LTU,2018,27.40435
CMR,2019,8.22396
IDN,2000,2.15073
NZL,2002,12.39253
PRI,2000,7.98937
CHN,2001,15.13916
ESP,2009,7.64115
TTO,2019,13.76243
MNE,2018,13.53986
STP,2005,0.8415
PAN,2007,4.83024
MNG,2002,15.79672
HTI,2017,8.03652
ISL,2014,15.54124
MEX,2004,4.11297
DZA,2001,3.96391
CIV,2004,5.14748
NOR,2016,12.22729
BHS,2017,3.64566
LAO,2013,4.74933
PSE,2020,0.64413
TTO,2014,11.70799
SDN,2004,3.70746
TKM,2016,7.30407
ARM,2010,6.8827
ERI,2004,12.95307
SSD,2001,4.76104
BIH,2010,10.46903
DNK,2007,12.73878
UKR,2011,23.91006
ATG,2008,0.28539
BDI,2001,10.31957
WB_LI,2004,6.24627
GEO,2002,3.5286
BTN,2014,5.43903
DOM,2000,4.13842
IRL,2004,11.63941
TKM,2004,10.92981
CHE,2008,18.64478
UKR,2014,25.49807
THA,2017,12.19865
MDA,2016,14.76423
BFA,2013,9.0009
NZL,2007,12.27085
ROU,2019,9.17093
ZAF,2003,15.75987
PHL,2004,2.18514
UZB,2011,11.10294
AUS,2009,11.64501
VNM,2015,7.63707
LBN,2000,0.94389
ZMB,2016,5.53026
AUS,2021,13.0757
CPV,2021,14.89953
SOM,2012,7.56505
MEX,2020,6.35756
EMR,2014,4.07346
ARM,2005,4.24662
KGZ,2021,6.80154
GBR,2008,8.04813
MAR,2009,4.05889
BEN,2003,6.76671
GMB,2020,4.888
AMR,2009,8.40106
BWA,2003,11.1562
LKA,2002,29.9527
BEN,2001,6.62124
VEN,2003,6.81973
GMB,2004,5.00012
CHL,2020,8.25715
DEU,2004,13.98991
NAM,2008,9.20793
SWE,2021,13.84039
MLT,2007,5.45529
NPL,2000,9.91652
BHR,2018,5.97147
ARM,2011,6.72146
BLZ,2008,4.61415
VCT,2013,3.90791
TON,2019,4.64865
SOM,2004,8.53916
CMR,2018,8.1412
USA,2008,12.64782
TLS,2017,3.52326
AUS,2014,13.093
SOM,2021,7.96023
SEAR,2010,12.23622
MKD,2008,7.41848
NAM,2010,8.50303
MRT,2010,2.62934
BRA,2014,5.84628
DOM,2009,4.26762
VCT,2009,2.66296
WB_LI,2016,6.22451
ISR,2011,5.62561
NOR,2002,11.44342
GRD,2002,3.71817
SVK,2018,10.22546
LAO,2009,4.99949
VEN,2011,6.23055
BDI,2012,7.07416
FIN,2004,21.31424
LUX,2007,13.45985
NLD,2019,11.04973
MDV,2012,2.76682
SWZ,2018,29.8537
IRQ,2000,4.1287
NZL,2013,12.09812
BHR,2019,5.37217
PRY,2019,7.92623
PRK,2019,10.05149
WB_LMI,2008,10.53395
ITA,2008,6.99131
TLS,2013,3.61741
ATG,2013,0.0
IND,2007,15.85695
ISR,2003,6.38388
BRA,2005,4.98688
NOR,2010,11.83676
ESP,2006,7.51773
BHR,2002,10.25483
CPV,2002,12.45635
NIC,2016,4.84826
IND,2014,15.12361
GIN,2000,4.15065
EST,2017,17.88733
TCD,2015,5.14003
FSM,2010,21.83946
LCA,2003,7.10064
IRL,2014,10.88164
DEU,2014,13.43862
COM,2016,6.39468
ARM,2019,2.69734
GUY,2017,32.0139
JPN,2016,17.67081
BFA,2014,8.86105
CAN,2018,12.55595
GHA,2009,5.14943
LBN,2005,0.86506
IRL,2000,12.44777
MEX,2008,4.40103
SLB,2006,17.601
COD,2009,8.04038
NER,2002,3.9145
EGY,2006,0.92167
MLI,2002,4.06795
IRQ,2005,3.75662
MOZ,2011,9.34193
GBR,2001,8.23348
CUB,2018,14.07864
ESP,2005,8.01394
EMR,2000,4.71018
GNQ,2008,6.6496
GUY,2000,26.73652
DOM,2003,3.93223
THA,2010,8.9335
ALB,2008,7.09477
PRI,2007,7.0065
KWT,2001,3.73381
NPL,2021,10.13987
SLB,2020,19.53711
PAK,2002,6.97881
NIC,2019,4.6513
ISL,2015,13.97098
MLT,2021,6.46708
HND,2013,5.32902
COD,2005,7.99442
GIN,2012,5.11379
GAB,2005,9.03606
NIC,2001,6.61419
PRI,2017,6.99098
SRB,2018,15.59923
PAK,2012,6.4326
TCD,2009,5.51176
NER,2004,3.89726
WSM,2008,11.13823
PSE,2021,0.65115
SLE,2007,5.65506
LVA,2016,21.04376
CRI,2011,6.52225
NOR,2020,12.52131
AZE,2018,1.79525
MNG,2012,21.19126
MYS,2007,4.12271
ZMB,2020,6.00485
AUS,2012,12.15989
MWI,2014,6.36457
IND,2013,15.68177
SRB,2000,24.97489
GUY,2015,33.24269
GBR,2004,8.20447
SWE,2009,15.69179
BGR,2005,13.2427
BLZ,2005,4.91739
MLI,2014,4.20213
PHL,2008,2.47649
MLI,2019,4.03248
EUR,2008,17.16439
EGY,2018,0.8878
NAM,2000,9.71476
NPL,2015,10.63209
MWI,2006,7.75426
NGA,2016,4.42833
LUX,2017,9.955
TTO,2006,11.05945
EUR,2012,15.9336
BEL,2017,18.40323
WB_LI,2002,6.45899
EMR,2008,4.39398
CRI,2016,6.82578
YEM,2005,5.29749
BHR,2009,6.00112
GNB,2006,7.35256
HND,2006,3.28957
TKM,2020,6.51634
BRB,2021,3.5031
IRQ,2015,3.33941
MLI,2018,4.12485
WSM,2006,10.9988
ROU,2006,12.81709
TGO,2007,8.99465
GTM,2001,9.82424
KHM,2006,4.36865
BRA,2012,5.63524
WB_HI,2015,15.61608
GHA,2003,4.13882
COM,2006,5.96602
QAT,2008,10.20267
ZAF,2018,19.15265
TCD,2001,5.23687
LKA,2018,15.4559
CAF,2002,12.2038
FSM,2000,21.46408
BRB,2005,5.12489
DZA,2009,2.73738
UGA,2007,5.62921
BEN,2008,7.01397
WB_UMI,2015,7.67323
BTN,2021,4.90384
COG,2004,9.18856
SOM,2015,8.00352
CIV,2017,7.68194
BOL,2006,6.10119
SLV,2008,8.18559
FSM,2007,21.96402
KOR,2016,27.05891
IRN,2005,4.91784
YEM,2006,5.01825
WSM,2021,11.99624
GRC,2001,2.95487
PER,2018,1.80437
CHL,2005,9.76216
AFR,2014,6.79859
TZA,2015,4.02719
ETH,2001,7.11921
ZAF,2000,13.13252
LKA,2003,28.1905
SLV,2004,8.08247
WSM,2003,11.27683
EGY,2017,0.8905
BEL,2005,20.66397
AFG,2002,4.255
EUR,2020,12.454
LCA,2018,6.93358
COL,2007,4.1761
DOM,2017,6.69561
UGA,2001,7.05842
NGA,2021,4.99334
HRV,2012,18.25789
ITA,2016,6.61627
CHN,2009,11.10194
MOZ,2006,6.87594
URY,2001,14.70045
ZAF,2002,14.59887
ARE,2006,2.20056
SLE,2014,5.48408
TUN,2008,2.87171
GBR,2000,8.50554
MOZ,2019,11.59363
MWI,2004,7.33395
USA,2021,15.63139
LSO,2011,27.34052
WPR,2005,14.03564
BRA,2000,4.22831
MKD,2012,8.06239
PRY,2007,4.27049
OMN,2006,1.9782
LVA,2009,26.42033
BEN,2018,7.20569
TLS,2001,3.21994
SSD,2011,4.85719
BEL,2016,19.21829
AMR,2007,8.07547
QAT,2001,13.52316
BEN,2021,7.12388
NIC,2014,5.17952
MAR,2019,3.2159
LUX,2013,11.27582
VUT,2014,16.44325
BRN,2003,1.36425
TUN,2010,3.06351
NZL,2006,13.1615
SEN,2004,6.76745
DEU,2015,13.30158
KGZ,2014,10.11166
CUB,2000,17.27067
SEN,2020,6.84283
PAN,2012,3.55103
SLV,2011,8.91389
BRB,2018,4.13796
TON,2020,4.64757
MDA,2018,13.07096
SVN,2008,20.46595
MDG,2021,6.09028
WPR,2011,10.96229
FJI,2018,9.55056
KOR,2011,35.49158
ISL,2000,13.3022
LBR,2018,5.87288
KGZ,2019,8.59989
FJI,2011,9.83894
GTM,2009,6.25131
VNM,2019,7.5327
SUR,2011,23.8966
ARM,2012,7.56367
ARM,2017,3.20991
CYP,2013,6.01158
ATG,2004,1.81229
VCT,2000,5.68775
SDN,2021,3.16001
MMR,2000,3.93345
SVN,2004,28.56948
AZE,2020,3.23114
AFG,2015,3.46069
PRY,2004,4.53353
BWA,2018,9.8158
SDN,2005,3.63869
DNK,2021,10.45853
PAN,2008,5.22334
QAT,2004,10.79742
KHM,2010,4.55577
AUT,2017,15.49871
PRI,2018,5.75938
COM,2020,6.20777
LBR,2002,5.21139
LCA,2017,7.10668
NIC,2002,6.47199
MDG,2005,6.19731
CMR,2002,7.79093
KEN,2015,5.05755
MRT,2013,2.8138
KEN,2012,5.24311
PRY,2002,3.83222
MWI,2008,6.89672
PSE,2010,0.52978
BLR,2003,40.28691
DJI,2015,7.46982
PNG,2003,1.65439
TUR,2021,2.68963
MRT,2008,2.50116
COM,2000,6.88526
QAT,2013,7.69091
LTU,2012,35.08015
BIH,2018,10.40443
BLZ,2007,4.58535
THA,2002,11.82967
WB_UMI,2012,8.00248
USA,2006,11.96196
THA,2003,11.48658
MKD,2017,5.32349
IDN,2017,1.5864
MRT,2003,2.66945
FIN,2012,16.85444
DJI,2011,6.50062
LSO,2001,11.43311
MLI,2000,4.03012
SEN,2000,7.09045
THA,2011,9.18231
ATG,2007,0.37551
GRC,2018,5.39442
KGZ,2007,11.92012
KIR,2007,20.04052
CMR,2013,8.511
BEL,2001,22.25492
BRA,2011,5.47578
FJI,2012,9.97176
DZA,2003,3.61819
AFR,2012,6.78866
WB_HI,2004,18.21357
KOR,2017,25.60603
LKA,2007,22.03011
BTN,2020,5.07683
SDN,2007,3.52218
POL,2004,17.66739
CYP,2010,5.21246
TZA,2009,4.41181
LVA,2003,29.36922
LBR,2014,5.75231
DJI,2005,6.43302
SWZ,2012,20.43069
WB_LMI,2019,9.36492
SUR,2006,22.85019
PRK,2010,9.81529
THA,2009,8.87469
LTU,2000,50.40488
PSE,2019,0.6561
TLS,2018,3.63043
LCA,2000,7.28107
BGD,2006,4.29861
EMR,2011,4.09631
CAF,2020,9.72903
SEAR,2003,11.89009
MYS,2013,4.12231
MNG,2007,18.12202
JAM,2000,1.03848
WPR,2002,14.33217
LAO,2017,4.5775
EGY,2001,0.94194
BRN,2011,1.42276
NPL,2006,9.63619
GIN,2014,5.09051
HUN,2012,25.03962
CUB,2008,12.85188
COD,2017,8.60365
FRA,2009,18.42889
IRQ,2017,3.31044
NPL,2012,10.23671
KIR,2005,19.30058
LBY,2006,3.63584
MDA,2008,20.93022
MOZ,2018,12.46407
NER,2015,4.51543
SYC,2014,7.65627
HTI,2005,7.88518
SLB,2000,17.40241
PNG,2000,1.73179
FJI,2019,9.44895
GNB,2002,7.76514
LSO,2016,26.72669
DZA,2004,3.42989
CHN,2006,13.01763
IRN,2002,5.68971
EUR,2004,19.57668
TLS,2010,3.78439
TGO,2006,9.02702
AMR,2003,7.94344
TON,2002,4.95804
COD,2012,8.08455
SUR,2016,26.47199
WB_UMI,2004,11.28228
ARE,2015,2.4676
HRV,2014,17.03359
BOL,2013,5.41439
MNE,2001,15.50965
LVA,2008,26.53947
SYR,2005,0.74507
SSD,2017,5.90938
FIN,2010,18.62935
JPN,2014,20.23438
POL,2001,17.24147
GNQ,2003,7.73325
TUN,2018,2.67142
USA,2004,11.92313
TUR,2013,3.08527
KHM,2015,4.44556
ARG,2012,9.28402
PER,2011,2.13877
ETH,2003,6.67325
HTI,2012,8.0995
GBR,2021,9.54807
BRA,2003,4.65462
BHS,2005,3.13026
KAZ,2009,28.79662
JAM,2015,1.62994
HND,2005,3.36501
OMN,2020,1.20818
BGD,2012,3.11671
DNK,2015,11.02614
KWT,2000,3.18976
ECU,2017,8.94836
GRD,2007,2.21173
HUN,2018,17.75372
BEN,2005,6.76492
AUT,2019,14.58398
VNM,2020,6.83413
LTU,2010,37.47441
NLD,2014,11.62603
GNB,2009,7.26995
WB_UMI,2017,7.6164
ETH,2004,6.46498
MLI,2021,4.15653
ZAF,2016,19.58416
AMR,2011,8.6609
DEU,2017,12.53278
ZWE,2008,13.55515
URY,2018,23.22348
LKA,2021,14.74318
VCT,2010,3.143
OMN,2011,1.95312
SWZ,2019,28.12621
PNG,2004,1.65601
RUS,2005,45.16576
CPV,2009,14.20845
LKA,2016,15.10393
CMR,2016,8.34884
NZL,2021,11.92408
GNB,2014,7.11114
AZE,2013,2.25876
AGO,2017,6.4693
LCA,2005,6.68321
GNQ,2019,7.71436
SWE,2017,14.4717
AUS,2006,11.21219
LAO,2011,4.87394
BFA,2001,9.12591
KHM,2013,4.47434
LBY,2001,5.27797
MOZ,2021,10.60589
SUR,2018,26.49866
ARG,2001,10.33128
TKM,2006,11.53189
LTU,2009,39.25703
DOM,2013,5.29863
HND,2018,3.02048
TTO,2012,10.08981
MRT,2000,2.73414
CYP,2021,3.02316
MDA,2009,21.25054
UGA,2021,5.498
GIN,2013,5.11499
KEN,2000,4.54403
MNG,2006,18.10361
TCD,2003,5.04953
TLS,2006,2.91761
QAT,2015,7.54283
NOR,2003,11.57316
CUB,2021,13.79297
SYC,2015,7.59679
YEM,2016,4.86431
MNE,2012,13.80622
UGA,2015,4.5942
SWZ,2006,18.03951
SVN,2000,31.93393
JOR,2005,1.69817
QAT,2012,8.1192
PAK,2001,6.87361
BWA,2008,15.11223
AFR,2011,6.83202
MWI,2007,7.53846
AZE,2016,1.90638
SAU,2017,1.02754
BEN,2015,7.39121
JPN,2015,19.30353
MYS,2006,4.17195
SGP,2004,11.34592
SEN,2003,6.76238
RUS,2017,27.29849
SYR,2009,0.58829
DZA,2006,3.18608
URY,2007,17.61313
NAM,2009,8.60731
PRY,2009,4.97128
MDA,2001,21.15954
JPN,2001,23.40088
SGP,2005,10.91403
BRB,2009,4.31583
QAT,2011,8.77523
BRN,2017,2.47783
ETH,2016,5.32901
COD,2013,8.1264
CYP,2019,4.49963
GNB,2017,7.17573
HRV,2005,20.02136
IND,2016,14.62498
ISR,2019,5.02806
AMR,2004,7.94691
SSD,2010,4.86777
ESP,2015,7.9663
SYC,2001,9.10093
BGR,2016,9.71233
SUR,2009,22.74816
MUS,2014,10.5352
PHL,2016,3.21507
TJK,2010,2.85031
AGO,2016,6.48586
MNG,2000,16.24362
SEAR,2021,10.07026
SLV,2012,6.856
FRA,2015,15.57142
BLZ,2000,6.64297
ETH,2018,5.55282
SVK,2015,11.20828
SVN,2019,19.34061
WB_LMI,2012,10.4449
COD,2015,8.20353
KHM,2016,4.45115
SLE,2011,5.80419
LBY,2019,5.94651
UZB,2001,14.63954
PRK,2007,8.62205
CAF,2001,12.01677
PRT,2015,13.24754
SVK,2014,12.97105
NGA,2004,5.25833
FIN,2007,19.67572
PHL,2021,3.49261
LTU,2004,43.82399
BIH,2020,9.76505
KIR,2002,18.85192
UZB,2006,12.89942
SEN,2015,7.02461
CHE,2010,14.4912
IRL,2020,8.61922
PAN,2006,5.44672
EMR,2020,3.43219
ROU,2013,12.23396
PRT,2002,12.32572
WB_LI,2007,6.10775
BLZ,2009,5.87301
ERI,2003,12.78038
DJI,2018,8.21103
CAF,2016,10.44016
FIN,2015,14.08667
LCA,2004,6.61529
FJI,2010,9.69125
DNK,2003,13.6841
CUB,2014,13.42389
EGY,2016,0.94387
BLR,2017,18.95358
TCD,2014,5.25757
RUS,2006,41.4382
TGO,2003,8.83705
GTM,2004,9.59026
BDI,2008,7.23824
BFA,2018,8.64182
MWI,2015,6.49302
GRC,2002,2.85711
ZAF,2015,20.74465
BHR,2015,5.27012
COD,2014,8.1914
VUT,2013,16.9732
TLS,2002,2.7975
MDV,2003,2.7954
KEN,2019,6.45365
CYP,2001,1.99216
LKA,2006,24.14022
ALB,2001,4.19208
NGA,2006,5.19516
GNB,2016,7.15256
DEU,2002,14.5597
GIN,2015,5.03897
IDN,2013,1.67092
AGO,2006,8.58974
CIV,2003,5.64901
SYR,2016,0.58126
SWE,2015,15.14755
WPR,2012,10.28956
KEN,2020,5.59437
ISR,2005,6.93011
MDV,2014,2.67245
AFR,2017,6.73872
IND,2000,15.92825
ISR,2001,6.44898
ROU,2011,12.11823
WSM,2014,12.72858
NGA,2003,5.17918
TGO,2010,9.63334
FJI,2001,10.15221
SLB,2010,20.81399
KGZ,2015,10.02129
AZE,2004,2.82595
MLT,2004,5.65892
LBN,2014,0.83294
TON,2004,4.91276
CHN,2008,11.60985
TCD,2008,5.42757
WSM,2015,13.02345
WB_LMI,2000,10.93411
JOR,2014,0.82786
MMR,2002,3.87943
POL,2006,17.16361
KOR,2008,29.28994
MDG,2016,5.89052
EUR,2017,13.61051
DZA,2020,1.7078
KOR,2012,31.01331
ARG,2019,9.27967
JPN,2002,24.05374
ARM,2001,3.20517
FIN,2021,14.57026
TCD,2021,5.21
COL,2017,4.6226
UGA,2019,5.13934
MNE,2009,14.38059
MNE,2000,16.14034
PAK,2018,6.2223
FRA,2002,19.89597
MNG,2020,18.83673
SLV,2014,8.24119
SVN,2011,21.67015
GRD,2001,0.34306
OMN,2018,2.04916
SWZ,2020,23.83279
BFA,2011,8.54921
MNE,2013,13.19941
TUN,2007,2.95516
SEN,2002,6.39267
ARM,2006,6.03607
SVK,2009,13.19024
MMR,2009,3.37726
GEO,2017,4.349
BRB,2016,4.45293
URY,2011,16.88841
VEN,2009,5.94241
COM,2001,6.70412
MYS,2003,4.37
NPL,2010,10.08013
CPV,2012,14.90113
UZB,2014,11.64799
BRN,2002,1.33427
MDV,2008,2.78058
CPV,2007,13.39163
SUR,2003,23.29933
LVA,2010,22.72206
FRA,2012,17.13303
TON,2007,4.83965
GRD,2003,2.84946
FSM,2021,19.76217
CPV,2017,14.80315
THA,2005,9.31288
BIH,2013,10.53006
DOM,2008,4.2389
BHS,2019,3.60855
UKR,2000,36.0638
HUN,2013,22.29974
SLV,2015,11.86312
COL,2015,4.1312
SSD,2014,5.28185
CAN,2001,12.78265
UGA,2008,5.4968
BWA,2013,14.09657
KOR,2009,35.11739
FSM,2011,22.26473
GTM,2018,5.6133
CZE,2019,12.22676
BHS,2004,3.43084
WB_LI,2013,6.04174
NZL,2009,11.45687
ZWE,2013,14.28075
IDN,2001,2.15688
MDA,2005,21.73711
UGA,2012,5.13244
QAT,2017,7.47676
CAF,2010,10.23942
NLD,2013,11.82571
QAT,2003,11.76252
BLR,2021,15.61154
KHM,2012,4.55109
PRT,2007,12.61327
PHL,2017,3.25668
MLI,2020,4.05298
GMB,2019,5.01773
SLV,2018,7.30615
LBY,2014,5.74654
QAT,2002,13.27372
HUN,2021,16.45273
PRY,2011,5.31104
SLV,2003,7.14549
HRV,2011,16.31171
THA,2008,9.14727
ZWE,2018,16.11169
IND,2009,15.68411
GEO,2013,4.04231
ETH,2010,5.56935
NPL,2017,10.58115
TTO,2015,11.83903
SRB,2016,15.95949
LCA,2001,7.31416
SSD,2009,4.96172
SVN,2013,22.16662
MWI,2021,7.56846
MAR,2006,4.25095
HUN,2009,25.29546
WB_LMI,2021,8.59783
EGY,2004,0.94703
MLT,2005,5.50232
BRN,2007,1.99033
SYR,2018,0.62167
BEL,2021,18.36102
SYR,2004,0.79117
LAO,2008,5.14924
CZE,2007,14.26369
HND,2004,3.33727
MWI,2011,6.55134
KWT,2016,1.84543
URY,2002,20.17076
TTO,2005,11.48526
ZMB,2009,5.86049
FJI,2007,9.28304
STP,2019,0.86906
COL,2001,5.02459
HUN,2015,20.00866
FSM,2017,20.38948
CHL,2014,10.13178
MOZ,2010,9.09861
GNQ,2004,7.30724
GNB,2008,7.30077
GBR,2003,7.98613
PNG,2019,2.07129
CYP,2003,2.08412
SOM,2014,8.05274
BRA,2018,6.67905
ZMB,2019,5.75766
COL,2002,4.72015
TJK,2007,2.93997
SYC,2012,7.28318
IRQ,2003,3.87104
AGO,2002,8.23169
LBN,2019,0.69501
EUR,2006,17.93118
SEAR,2017,11.59164
WSM,2001,11.78158
SEAR,2014,11.68803
KAZ,2001,33.80271
WB_LI,2018,6.32353
BRB,2015,4.04665
CYP,2016,5.06436
SWE,2018,14.62831
JPN,2003,25.80502
SWZ,2010,27.77101
KEN,2014,4.70949
MRT,2007,2.52659
SEN,2021,6.75828
IDN,2012,1.73812
SDN,2015,3.50001
ESP,2016,7.90032
LAO,2019,4.55274
MDV,2018,2.04242
SVN,2007,23.03115
PNG,2018,1.98186
SVK,2010,13.74374
MLT,2008,6.38159
DZA,2010,2.61397
SEAR,2019,11.04174
SEAR,2002,12.01767
POL,2017,13.25213
VNM,2018,7.46774
COD,2018,8.67577
TZA,2003,4.8447
NER,2014,4.52197
SWZ,2000,12.531
ISR,2006,5.57961
ISL,2009,14.54155
BTN,2009,5.39225
JOR,2013,0.83907
COD,2011,8.0762
GNQ,2005,7.11833
ISL,2006,12.73474
COM,2013,6.13728
UGA,2018,4.7375
ROU,2007,11.48586
MKD,2002,7.74422
SUR,2017,25.8517
BEN,2013,7.33748
GHA,2011,5.36389
GBR,2017,7.97743
PRK,2006,8.27582
BDI,2013,7.04441
SEAR,2000,12.65279
KWT,2021,2.30511
TUN,2011,2.72345
UZB,2017,11.68589
MOZ,2002,6.35734
JAM,2018,1.64708
SUR,2020,28.46851
EGY,2000,0.9123
IDN,2014,1.62009
LBY,2002,4.82143
BDI,2004,9.02145
GNB,2005,7.38542
BEL,2013,19.61949
SGP,2016,8.44327
COL,2016,4.30647
ATG,2012,0.0
LBN,2007,0.8509
CAN,2000,12.45292
TGO,2017,9.84298
BGD,2014,3.00749
UZB,2013,11.41575
STP,2017,0.84968
ERI,2020,12.87004
SYR,2017,0.59586
AUS,2017,13.89943
ETH,2015,5.20544
MOZ,2005,6.45021
SEN,2011,6.83831
JOR,2007,1.19562
GRC,2021,4.68187
BHS,2003,3.26934
ZMB,2012,5.76236
GUY,2020,29.53009
LCA,2002,6.76336
ETH,2006,6.03425
SDN,2014,3.5479
SWE,2010,14.61155
AMR,2021,9.87684
POL,2019,13.70163
HRV,2013,16.33877
RWA,2006,7.94097
KGZ,2020,6.93339
DEU,2016,12.98511
TJK,2004,2.99552
TGO,2014,9.77963
BLZ,2014,5.8434
MDG,2013,5.81881
NIC,2004,6.55791
VEN,2018,7.44927
HTI,2010,7.88018
QAT,2005,9.89612
TGO,2009,9.53902
BHS,2014,3.58804
RWA,2008,7.91676
HND,2020,2.92278
GTM,2000,9.31754
PAN,2002,4.90596
DJI,2021,7.96391
AFR,2018,6.92691
VNM,2007,6.4307
ARG,2002,10.31487
CIV,2000,5.91792
PRI,2013,6.67956
LCA,2011,6.86995
