SpatialDimensionValueCode,TimeDim,NumericValue
MWI,2013,6.43828
MDA,2020,11.61623
SLV,2006,9.5497
AMR,2008,8.30933
SLB,2014,20.57858
CHL,2017,10.05989
BGR,2001,17.30853
ARG,2009,8.43997
TZA,2006,4.58091
KHM,2000,4.08647
SOM,2017,7.96728
JPN,2010,24.30885
COG,2008,7.99058
HTI,2014,8.08037
LVA,2018,18.05919
LBN,2016,0.75896
URY,2010,16.08079
SOM,2000,8.56162
CMR,2010,8.11856
BHS,2020,3.10471
CHN,2012,9.40869
KIR,2012,20.4666
CHL,2002,9.84325
SLV,2002,6.77642
COG,2007,8.13012
SAU,2002,2.44968
HUN,2008,25.34425
EUR,2014,15.45422
PRI,2016,5.22891
KIR,2010,20.35242
IRQ,2012,3.51282
IDN,2016,1.59463
GRC,2004,3.1012
TON,2003,4.95468
SWE,2008,15.06096
LBR,2003,4.87203
TUR,2003,2.72641
SLB,2002,17.47898
SGP,2015,8.7172
BIH,2004,10.45641
COL,2008,4.22404
BDI,2019,6.88138
BRA,2010,5.24882
LBN,2017,0.74275
VEN,2002,6.46814
ERI,2010,13.53885
BOL,2004,6.36538
MWI,2020,7.06831
MLI,2010,4.14051
UZB,2007,12.46597
DJI,2013,6.95293
ALB,2012,4.49102
ITA,2003,7.45377
MMR,2008,3.52723
KWT,2008,1.56862
MAR,2018,3.24597
NGA,2017,4.35548
SWE,2003,14.48526
IRN,2004,5.20131
PHL,2018,3.61263
PRT,2003,11.77992
BLZ,2001,5.53174
FIN,2011,17.73648
TUR,2018,3.38267
UKR,2018,23.52519
FRA,2014,15.66243
SWE,2005,15.72979
EMR,2001,4.66632
CAF,2021,9.18932
HTI,2001,8.05067
NAM,2005,10.344
IRL,2018,9.28607
ARG,2010,8.54167
EST,2007,21.57974
SVN,2014,19.53672
LCA,2021,5.26623
KWT,2012,1.32096
JAM,2005,1.52516
TUR,2006,2.90954
DEU,2011,13.24051
BOL,2016,5.58206
UKR,2004,29.78368
JPN,2009,25.12402
SAU,2016,0.91392
BOL,2014,5.49088
YEM,2019,4.32991
MAR,2010,3.99806
ARE,2013,2.59969
CZE,2014,14.82154
LSO,2003,14.76835
BWA,2020,8.90835
CAF,2018,10.33212
IRQ,2010,3.5685
NAM,2003,10.56929
DNK,2011,12.43442
CHN,2010,10.5835
RUS,2014,32.61443
JPN,2011,23.51967
BLR,2012,28.49462
NIC,2010,5.44997
SAU,2013,0.92749
GEO,2015,5.57732
GIN,2006,4.66118
BHR,2000,10.84957
ALB,2010,6.76582
TLS,2014,3.70857
TLS,2020,3.20412
GUY,2021,24.7829
NGA,2018,4.43682
TTO,2009,11.67594
RUS,2012,33.60477
UZB,2010,11.26862
PRK,2021,9.3083
TCD,2007,5.40166
ISL,2016,11.80661
WPR,2013,10.00064
VNM,2021,7.29977
CAN,2011,12.02242
BDI,2020,6.67431
KIR,2017,19.63335
WB_HI,2016,15.04082
WB_HI,2014,15.97657
DEU,2007,12.37956
FSM,2005,22.51853
NOR,2011,13.00432
TZA,2008,4.46405
LUX,2000,15.0642
GTM,2012,4.59779
SEN,2014,7.19155
CHN,2014,8.85845
KWT,2004,3.79749
SUR,2005,22.6521
MLI,2001,4.09237
DOM,2021,4.19752
HND,2017,3.00207
GBR,2013,8.73821
ARE,2007,1.96796
PAN,2018,2.84992
HUN,2006,24.92857
URY,2012,17.95451
ZMB,2011,5.89317
TTO,2002,14.32751
MRT,2018,2.75073
TJK,2016,2.8075
QAT,2018,7.28354
SSD,2007,4.89393
IRN,2007,5.4107
GEO,2016,4.55327
ZWE,2006,13.64041
VEN,2010,6.04574
PER,2016,1.42041
LVA,2020,18.00622
SGP,2008,9.80875
CZE,2003,17.08558
SAU,2007,1.91167
UKR,2019,23.29315
MLT,2001,7.27655
MLI,2012,4.23385
SDN,2020,3.04151
AUS,2015,13.64481
BLR,2004,40.36923
EUR,2009,16.85644
ETH,2008,5.79379
AZE,2007,2.97173
BGD,2009,3.91014
WB_LI,2001,6.54694
COL,2018,5.03076
LKA,2008,21.22991
HUN,2020,18.2193
AGO,2003,8.8836
SDN,2003,3.78584
GUY,2004,27.42772
COG,2012,8.05718
BGR,2007,12.37329
LVA,2015,21.67794
DZA,2016,2.05819
EST,2006,20.88112
CAF,2011,11.44522
ALB,2013,4.4986
HTI,2009,7.91632
BLR,2009,36.37466
ISL,2001,12.81535
GHA,2005,4.46527
ETH,2012,5.43828
ZWE,2011,14.26713
TKM,2011,7.40285
NIC,2000,7.58793
TTO,2016,13.06255
TZA,2004,4.63491
AUT,2005,17.22405
LKA,2011,18.15215
COL,2006,4.24292
FRA,2001,19.57477
SUR,2012,24.59099
AFG,2004,4.23198
VCT,2002,6.25888
GEO,2010,3.21217
BHR,2001,10.99441
WB_LI,2010,6.06578
LUX,2020,9.68683
GBR,2015,8.6211
SEAR,2012,12.19287
BRB,2010,4.37445
TON,2017,4.73783
MAR,2002,4.27914
FJI,2008,9.43765
AGO,2013,6.87989
SLE,2005,5.39622
AZE,2001,2.4963
GUY,2010,28.76764
ITA,2017,7.05931
MYS,2016,4.89433
CAN,2004,12.39094
PAN,2001,5.0416
MMR,2015,3.1212
FJI,2020,9.41553
TZA,2001,5.23941
JOR,2019,0.76609
TLS,2012,3.61549
UGA,2005,6.29803
DJI,2007,6.44785
SVN,2021,18.85039
PRY,2010,4.15494
BLR,2002,40.31967
URY,2014,17.58193
MUS,2004,8.4228
AUT,2013,16.09023
IRQ,2014,3.26378
MLT,2019,5.94768
SYR,2008,0.61533
SVK,2021,9.91209
TUN,2006,3.0125
IRQ,2008,3.57634
BRN,2006,2.32517
MUS,2011,9.62241
LTU,2019,26.32802
CHE,2013,15.10083
PNG,2011,1.73348
WB_HI,2002,18.64934
CAN,2003,13.09065
SVK,2008,12.84474
ZWE,2019,15.83853
ARM,2020,2.17875
GRD,2021,1.29933
GUY,2002,29.03842
SAU,2020,1.05838
VUT,2015,16.38968
GRC,2011,4.30582
HRV,2003,19.64328
BRN,2020,2.93366
KGZ,2010,11.32188
MRT,2006,2.65504
MAR,2008,3.95662
GRC,2019,5.0763
ARE,2018,2.51452
ALB,2004,4.44481
KEN,2008,5.47977
CPV,2015,15.03121
JAM,2017,1.68279
AFR,2019,6.97111
STP,2009,0.84936
JPN,2008,24.61537
JOR,2016,0.82302
PAK,2015,6.40597
MRT,2001,2.76211
AZE,2015,1.99577
BOL,2018,5.40646
UZB,2003,13.60696
LAO,2007,4.84629
BIH,2014,10.39695
BOL,2001,6.47186
SYC,2010,7.3042
MNE,2014,13.09046
URY,2006,15.71476
HUN,2007,24.94953
KWT,2019,1.89963
CRI,2005,6.22886
NER,2000,3.87437
MNE,2020,15.19571
PER,2014,1.54291
BHR,2010,5.60263
YEM,2008,5.47452
CUB,2011,14.05083
SOM,2010,7.80312
WB_HI,2020,14.0862
THA,2016,11.87246
COG,2010,8.02551
LBR,2012,6.02234
AGO,2007,7.99588
AFR,2013,6.76462
AGO,2000,9.11515
GHA,2004,4.38076
KGZ,2005,12.46127
GNB,2011,7.16803
BHR,2013,5.58608
VCT,2016,0.51349
NZL,2004,12.69654
QAT,2016,7.68714
VCT,2005,9.95496
SVN,2002,29.10168
PNG,2016,1.99529
SSD,2006,4.87234
SLB,2004,16.6956
NAM,2007,9.46106
GEO,2021,5.09907
MYS,2014,4.29978
ESP,2013,8.50057
DEU,2021,12.90286
GRC,2005,3.51439
GHA,2018,5.34212
COD,2002,7.8738
NLD,2003,9.55124
IRQ,2020,2.85882
BOL,2002,6.48055
KAZ,2011,26.57325
CRI,2001,4.85734
CHN,2021,8.94544
KAZ,2016,19.94293
AFG,2014,3.54102
GBR,2002,8.2725
BHS,2002,3.03577
SSD,2002,4.59214
ARG,2013,8.80696
EST,2003,26.5525
RUS,2013,32.83412
CHN,2007,12.17913
EUR,2015,14.81109
HTI,2002,8.09059
LVA,2007,20.95137
PRK,2009,9.39625
TUN,2020,1.89499
SYR,2010,0.59097
OMN,2013,1.94972
IDN,2005,1.99752
DNK,2005,14.70183
TTO,2020,14.05101
SWZ,2014,22.78172
THA,2018,12.76035
AFG,2011,3.68337
SLE,2013,5.67825
VEN,2000,6.60273
ISL,2011,11.53047
ARG,2015,8.77289
SAU,2006,2.06175
AGO,2021,8.11378
SGP,2011,8.77787
RWA,2001,12.0059
GTM,2021,4.93708
TKM,2017,7.10914
MDA,2017,13.55233
DNK,2002,14.96765
COM,2002,6.50053
EUR,2001,20.81986
FRA,2010,18.22902
SVK,2005,13.81827
MEX,2007,4.11636
EST,2018,15.7828
JOR,2012,0.86937
PAN,2019,2.55067
WB_UMI,2001,11.49298
AFG,2020,3.49391
ISR,2002,5.70146
DOM,2004,4.09626
BTN,2018,5.01739
YEM,2012,4.88272
SAU,2000,2.30418
TTO,2001,15.07696
SRB,2007,20.23571
BWA,2009,16.68243
OMN,2016,1.81415
PAK,2014,6.33436
BIH,2001,10.81049
MDA,2006,21.81001
MDV,2021,1.46855
AGO,2004,8.91894
MEX,2003,4.10963
KGZ,2006,12.17201
CPV,2019,14.56408
GNB,2012,7.01653
ARG,2008,8.66866
ALB,2011,6.91202
CHE,2011,14.66158
SDN,2000,4.00908
COD,2004,8.02687
ALB,2006,6.88227
FRA,2017,14.77871
NIC,2012,5.05056
BEL,2012,20.89961
PNG,2021,1.81787
CHE,2000,20.35451
ISR,2018,5.35702
MRT,2005,2.63939
COL,2003,4.63194
SWZ,2004,16.97239
STP,2013,0.83065
CHL,2019,9.76857
GMB,2011,4.76419
CAN,2009,12.83161
NZL,2008,12.35442
VEN,2019,7.17318
TLS,2011,3.81512
LVA,2021,15.20641
COG,2006,8.10855
TON,2015,5.02503
BFA,2003,8.7698
GNQ,2007,6.40294
SYC,2002,8.34649
NGA,2010,5.07549
PAN,2014,4.0473
ALB,2017,3.91351
SSD,2021,7.88784
COD,2006,7.94341
AUT,2002,19.41328
EMR,2003,4.494
STP,2002,0.92227
SRB,2001,23.32517
LBY,2017,6.28815
DZA,2014,2.25687
BLR,2001,39.31091
SDN,2006,3.55777
VUT,2008,17.06835
BGD,2015,2.96653
PAK,2000,6.94797
PRI,2004,7.26796
CZE,2002,15.36888
IND,2003,15.02607
DJI,2019,8.02438
FRA,2018,15.17084
GMB,2010,4.50707
RWA,2017,8.11099
SEN,2007,6.60515
WB_HI,2021,14.30521
WPR,2016,9.33139
HUN,2017,17.41688
NLD,2021,11.50394
TTO,2011,11.20395
UGA,2017,4.49874
MLT,2006,6.3761
KAZ,2012,25.34302
KAZ,2014,22.3735
DZA,2018,2.0651
MAR,2013,3.80357
VUT,2003,17.20046
BLZ,2006,5.00569
WPR,2008,12.0957
GNQ,2015,6.54682
ROU,2000,12.8063
BGR,2002,17.32648
ERI,2019,13.00138
AUT,2003,17.98956
FRA,2008,18.26131
HND,2009,3.07002
MEX,2021,6.95021
NZL,2005,12.9851
SWE,2019,14.59669
PRK,2013,10.1524
FJI,2009,9.67186
BDI,2002,9.82127
DNK,2017,11.17538
TUR,2002,2.57856
GNQ,2011,6.85549
CPV,2003,12.49133
BHR,2012,5.78617
NIC,2007,5.85924
NER,2005,4.05004
GIN,2021,4.81861
VCT,2006,6.19952
ARG,2017,9.02866
DNK,2010,11.69273
KAZ,2018,18.55992
HUN,2014,20.59593
CUB,2017,14.60222
URY,2021,24.75191
ATG,2018,0.0
CMR,2004,7.71486
TJK,2012,2.8633
ALB,2018,3.82535
SVK,2019,9.01833
HRV,2007,17.74121
USA,2020,14.95539
MYS,2021,5.65403
CHL,2007,11.04426
MYS,2017,5.06245
HTI,2016,7.87751
CMR,2009,8.03975
GNQ,2018,7.5904
GEO,2003,2.85111
MLI,2015,4.24772
PNG,2002,1.73091
PRI,2020,5.91141
SYC,2005,7.94454
GMB,2013,4.84553
KGZ,2002,13.31831
KAZ,2008,32.25034
EUR,2016,14.18361
ARE,2020,2.37788
SYC,2008,7.4058
GAB,2001,8.85306
MNE,2006,15.6866
HUN,2000,33.25955
MWI,2002,7.28033
BIH,2017,10.50516
LTU,2013,40.76936
GHA,2013,5.43474
BDI,2000,10.9303
CIV,2008,5.81245
NAM,2001,9.76891
TUR,2016,3.34938
BGR,2014,10.56602
MEX,2009,4.66245
GUY,2009,28.46454
LVA,2019,17.16161
QAT,2021,4.69762
GNB,2004,7.5073
HTI,2013,8.15118
MDA,2007,19.15313
CYP,2009,4.48803
BWA,2005,9.37772
PRY,2018,7.39451
LAO,2006,5.09114
ECU,2013,5.86651
MNE,2019,14.131
VEN,2006,5.92768
VUT,2004,17.02496
SEN,2017,7.0026
ERI,2009,13.65288
IRQ,2007,3.56408
EST,2021,14.9382
SEAR,2006,12.31579
ECU,2001,5.68612
GRC,2009,3.48544
IDN,2006,1.95872
CHL,2012,10.6187
GNB,2015,7.15146
ESP,2018,7.79132
NOR,2000,12.8306
SVK,2017,9.13623
PER,2010,1.09394
MWI,2009,6.777
ISR,2009,5.97566
CIV,2010,7.93357
CZE,2009,15.00882
PRT,2016,11.37794
MLI,2005,3.92852
LUX,2019,11.15993
SGP,2021,8.09778
TUR,2012,3.18388
AUT,2001,18.50805
BGD,2018,3.05875
IND,2021,12.55596
BEN,2014,7.29418
OMN,2009,1.02303
MWI,2018,6.96398
SRB,2011,19.30329
SDN,2013,3.68342
TON,2000,5.11516
NLD,2004,9.64783
ARG,2018,9.32674
CAN,2005,12.86833
MDV,2005,2.44964
ITA,2020,6.77354
SYR,2012,0.61393
COD,2020,8.15426
SRB,2002,24.23363
MWI,2016,6.62969
NAM,2004,10.45009
NAM,2021,8.58905
BEL,2006,20.28559
HRV,2018,16.76124
BGD,2008,3.94317
TLS,2004,2.89377
TJK,2014,2.87435
DNK,2013,12.06392
GAB,2012,8.88221
ISL,2017,10.94813
BGD,2019,3.08083
HRV,2016,16.18941
BTN,2001,5.76235
MDG,2006,6.17696
PAN,2015,2.75822
PRK,2016,10.69523
GMB,2007,4.63742
KIR,2003,18.22001
SRB,2010,18.58695
SUR,2015,26.12608
SEAR,2007,12.28281
BLR,2014,23.6081
BDI,2011,7.20615
MAR,2000,4.51196
AUS,2008,12.1038
DNK,2008,13.05614
LKA,2019,15.94353
MYS,2005,4.27961
LAO,2016,4.63148
JOR,2001,2.07182
SLV,2021,7.6348
ISL,2005,11.74926
VUT,2021,15.72844
ERI,2001,13.53204
MUS,2020,11.40563
BGR,2004,14.17071
ZWE,2000,12.34936
HTI,2019,8.59588
ITA,2005,6.76471
CHL,2008,12.29636
MDA,2015,14.8717
AUT,2006,16.27586
VNM,2005,6.1202
NPL,2001,9.63566
VCT,2012,5.5991
AUT,2014,16.58685
SLB,2007,19.98336
BGD,2010,3.72001
FRA,2007,18.03096
GUY,2001,29.74205
BEN,2012,7.42161
BTN,2012,5.18101
NPL,2016,10.35958
WB_HI,2007,16.88046
CHE,2017,14.40023
NGA,2011,4.93606
BFA,2008,8.57294
ROU,2001,12.1529
GEO,2009,4.88562
CHN,2018,8.70276
THA,2020,15.45787
GMB,2017,4.91429
CYP,2014,5.70003
LKA,2015,14.79542
AMR,2017,9.69488
CPV,2016,14.7188
RUS,2015,31.12448
YEM,2003,5.45207
HRV,2002,19.3732
SLV,2019,7.79919
GRC,2016,4.5958
VUT,2017,16.1926
AMR,2018,9.78128
ZMB,2004,6.25438
VEN,2016,10.49116
MMR,2011,3.22997
ISR,2007,5.26767
MNG,2016,18.4824
VEN,2012,6.1816
BGR,2017,10.3488
BOL,2019,5.3483
PAN,2004,5.53658
POL,2005,17.79853
NPL,2020,9.80303
AFR,2000,6.92466
MDG,2011,5.95194
RWA,2000,13.46159
PER,2020,1.49976
CZE,2008,14.24037
EGY,2010,0.93253
FJI,2015,9.40249
UKR,2003,31.25677
CPV,2000,12.24005
KOR,2001,16.13849
BEL,2004,20.31948
EGY,2011,0.98708
HUN,2003,27.99245
ITA,2013,7.60343
BHR,2006,7.44923
NOR,2015,11.92389
NPL,2003,9.44918
KHM,2011,4.47787
CAF,2009,10.65996
SYR,2002,0.94035
GHA,2016,5.48078
COG,2005,8.94982
KOR,2003,24.89728
VUT,2020,15.33878
KOR,2007,27.55385
ESP,2020,8.62427
NIC,2013,5.75493
MAR,2015,3.56739
AUS,2003,11.07803
BTN,2019,4.84207
SOM,2002,8.56196
MEX,2018,5.80491
ARE,2014,2.46072
BHS,2021,3.25253
SVN,2001,30.65137
TKM,2003,10.46559
SEAR,2011,12.19197
WPR,2003,14.66631
SEN,2018,6.92184
GAB,2018,9.25182
MLT,2020,5.68855
NAM,2011,8.99648
BLZ,2011,6.74998
ECU,2015,8.38176
GBR,2019,9.39161
COG,2014,7.27611
LTU,2003,45.7027
MDG,2018,5.91633
CAN,2002,12.44839
SOM,2009,8.43132
VEN,2020,7.32795
MUS,2009,9.49376
MNG,2009,18.97503
FIN,2017,15.7142
KGZ,2008,11.57743
USA,2011,13.44278
PRY,2003,3.66317
WB_UMI,2018,7.70804
SOM,2019,7.92055
ITA,2010,6.99936
ERI,2007,12.99917
UZB,2000,14.93896
CHE,2006,18.84826
COM,2009,5.78481
CIV,2013,8.92128
SLV,2001,7.52004
EMR,2018,3.93618
TLS,2000,3.28607
CYP,2012,5.73526
BWA,2017,10.76394
MNG,2004,17.68401
SWZ,2002,15.36489
KGZ,2004,12.3214
GHA,2002,3.87809
TON,2010,5.10591
ZAF,2008,16.84226
EMR,2016,4.03189
NZL,2017,12.83187
MNG,2005,18.23755
UGA,2002,6.89893
SVK,2016,9.49179
TLS,2008,3.19219
OMN,2017,1.91201
IRN,2020,3.39861
MDV,2006,2.64479
CHE,2021,14.02486
SSD,2019,7.24597
GEO,2000,3.03096
VUT,2006,17.43786
PRT,2020,12.08416
CRI,2000,5.96664
ARE,2021,1.70659
TGO,2011,9.69205
PSE,2012,0.66882
TON,2014,5.04118
ARG,2003,9.73933
BDI,2010,7.31448
RWA,2016,7.9366
WB_LI,2003,6.35457
BTN,2015,5.30101
CYP,2004,0.89168
WB_UMI,2007,9.62128
STP,2008,0.84204
GHA,2001,3.65752
PHL,2000,2.01074
SEAR,2018,11.22918
TON,2005,4.80565
ROU,2014,11.32713
IRN,2011,4.84257
BOL,2011,5.68198
PRK,2018,9.84442
KWT,2014,1.44191
HND,2002,3.36437
GTM,2002,9.43203
LBY,2008,4.65787
UGA,2011,5.32576
ETH,2005,6.22979
JAM,2004,0.79307
BRN,2005,1.79899
WB_UMI,2014,7.7844
JAM,2006,0.74105
HUN,2004,27.45538
WPR,2006,12.98913
ALB,2002,4.28382
BRA,2021,7.59403
NOR,2017,11.7468
GEO,2012,2.68288
AFG,2008,3.86412
BLZ,2002,5.31765
THA,2021,16.58879
BHS,2012,3.58825
DEU,2019,12.48549
TCD,2011,5.48288
ETH,2019,5.67306
ZWE,2014,14.05916
KWT,2017,1.89997
BEN,2010,7.36828
SDN,2012,3.51074
CHL,2016,10.29992
CAN,2017,11.82108
UZB,2015,12.25373
BHR,2017,6.00125
CHE,2002,21.06964
CHE,2019,14.22617
BFA,2002,8.85036
PRK,2015,10.67795
BEL,2018,18.57659
MRT,2009,2.59425
PRY,2001,3.20099
PSE,2001,0.63751
MEX,2012,4.87101
AGO,2010,6.89468
CIV,2018,7.71251
COD,2008,8.21169
CRI,2014,5.35708
KIR,2020,18.60214
HND,2007,3.29051
DJI,2008,5.97821
QAT,2019,6.96413
COL,2020,4.81499
PER,2013,1.29757
MDA,2003,20.86923
ZAF,2013,18.69734
EGY,2012,1.04281
TUN,2019,2.58281
KIR,2006,18.56333
ROU,2010,13.2047
LBN,2004,0.86348
AGO,2014,6.36027
LVA,2004,26.96057
MDV,2019,2.51266
YEM,2018,4.57719
WSM,2011,11.77292
GHA,2000,3.40864
SUR,2004,22.5287
ERI,2018,13.17851
BWA,2011,15.36643
SRB,2006,21.13201
GIN,2008,4.83999
FIN,2001,24.30542
SYC,2019,7.95874
IDN,2008,1.90274
STP,2010,0.85257
UKR,2009,26.02403
GNQ,2014,6.13239
BGR,2008,13.05868
DNK,2012,12.84222
TGO,2002,8.65928
COL,2019,5.10852
COD,2007,8.12491
JAM,2011,1.50751
ERI,2011,13.35941
PNG,2005,1.6758
BIH,2011,10.52957
MAR,2012,3.88718
YEM,2021,4.21206
ESP,2019,8.09842
TON,2016,4.38102
GBR,2012,8.26811
BGR,2012,12.63208
CRI,2004,7.62569
WPR,2004,14.56045
CHE,2012,14.74814
LSO,2007,21.38585
DOM,2020,4.18059
CHN,2002,14.92854
LCA,2013,7.3899
LUX,2012,11.29294
ECU,2021,7.55903
SYC,2004,8.90733
STP,2018,0.84107
CHL,2011,11.78649
LBR,2008,5.18836
VNM,2004,6.01949
PRI,2010,7.43169
WB_HI,2011,16.75787
SSD,2003,4.69771
GNQ,2012,6.76247
ERI,2017,13.05044
WB_LMI,2002,10.40877
KWT,2009,1.44382
AFG,2017,3.55563
SWZ,2003,16.37946
EMR,2015,4.04269
LSO,2015,27.87277
ZMB,2015,5.70469
MUS,2015,8.35834
SUR,2014,24.51474
KGZ,2003,12.71773
DZA,2002,3.90528
SAU,2001,2.39506
CRI,2012,6.22302
AFG,2010,3.58878
ARE,2016,2.37987
TCD,2005,5.3415
JAM,2009,1.71429
PAK,2006,7.00611
FIN,2014,15.52453
GRD,2019,1.01043
GRC,2007,2.91315
HND,2003,3.41431
NGA,2013,4.67057
MLT,2003,5.42751
CZE,2004,16.44484
KIR,2021,17.46706
MMR,2019,3.06289
CPV,2005,13.39105
MWI,2019,7.265
BHR,2011,5.54955
FJI,2004,9.21966
SYR,2020,0.57465
CHN,2013,9.07104
LKA,2012,17.08322
CRI,2020,6.36211
NER,2008,3.95808
WB_LI,2009,6.09221
FJI,2000,10.4718
GAB,2007,8.64142
USA,2010,13.19888
AFG,2007,3.95192
MLT,2011,7.06012
GRD,2015,0.64032
THA,2004,10.84935
IRQ,2011,3.58092
KGZ,2011,11.4672
OMN,2004,2.03754
DJI,2016,7.85839
MWI,2005,7.50441
MDA,2019,12.68467
RWA,2010,7.62389
MYS,2009,4.38871
MNE,2004,15.81339
IRN,2021,4.07296
TGO,2008,9.33305
ETH,2007,5.90089
MMR,2014,3.1393
BRA,2004,4.74457
IDN,2004,2.03343
TZA,2017,3.77211
DZA,2011,2.54403
ZAF,2012,18.18049
ZWE,2003,14.50857
URY,2017,20.98869
UKR,2005,30.66804
BOL,2015,5.5943
GTM,2005,9.024
TKM,2009,8.03385
LUX,2005,12.86431
GAB,2009,9.1818
BHS,2000,3.50048
TUN,2012,2.60473
BWA,2016,11.01005
MKD,2015,5.40863
GIN,2005,4.45833
GUY,2011,29.10793
MLT,2018,5.00605
SYR,2021,0.58686
THA,2015,11.06685
MMR,2006,3.74821
TCD,2017,5.12781
FJI,2021,8.26638
GHA,2007,4.48774
GUY,2003,28.77535
KGZ,2001,13.03667
SVK,2011,12.27515
TCD,2020,5.23237
CHL,2001,10.60289
MMR,2018,3.0535
LKA,2020,12.4353
SSD,2005,4.75273
OMN,2007,1.76286
BFA,2009,8.65043
EMR,2007,4.40977
AMR,2014,9.03268
DZA,2013,2.30824
SOM,2003,8.48477
LAO,2005,5.21331
JOR,2009,1.0531
CIV,2002,5.7075
UGA,2013,4.9804
MUS,2019,9.76227
VCT,2011,5.7054
BRN,2000,1.53023
PAN,2010,3.93727
MOZ,2004,6.28278
MOZ,2020,10.79211
SSD,2012,4.92556
BFA,2019,8.44706
CYP,2008,5.98115
AUT,2020,13.99738
PRK,2005,8.19445
BFA,2006,8.56656
PRI,2001,7.45277
CUB,2015,14.08077
MEX,2005,4.24198
PRT,2013,12.50468
PAK,2017,6.37343
SEN,2012,7.00537
STP,2006,0.89779
MUS,2017,9.45738
EST,2008,19.64838
TON,2011,5.00553
MDG,2003,5.99355
DOM,2011,4.23988
DNK,2020,10.89756
WB_LMI,2013,10.2608
MLI,2004,3.95741
GBR,2018,9.15679
CHL,2010,11.71632
SRB,2003,22.71729
RUS,2007,39.63375
MAR,2007,3.94132
ISR,2016,5.13065
BRA,2009,5.41602
AFR,2008,6.78011
AFR,2006,6.77868
ECU,2019,8.52041
SLB,2011,20.8558
PHL,2010,2.84764
PNG,2012,1.7029
LUX,2006,14.13839
EGY,2009,0.91633
JOR,2004,1.87994
TUN,2015,2.59409
SYR,2014,0.60806
NER,2013,4.48351
ECU,2018,8.47194
BEL,2007,18.73565
LCA,2010,7.55759
COL,2011,3.74925
PRI,2012,6.48649
MNG,2018,17.14657
PAN,2011,3.90154
POL,2008,17.11567
SDN,2017,3.47157
CYP,2007,3.02343
BLZ,2010,6.44526
ZMB,2005,6.00339
BLZ,2012,6.45533
MLT,2016,6.00854
OMN,2001,2.3258
MAR,2014,3.68292
TCD,2018,5.20704
SYR,2003,0.82777
RWA,2021,8.67783
LVA,2017,21.03604
NPL,2007,9.57065
MYS,2002,4.19379
PRI,2014,5.94713
CUB,2004,13.95721
SAU,2015,0.9012
CHE,2020,13.69128
ERI,2021,13.22532
BTN,2008,5.56103
AZE,2017,1.88532
BGD,2007,4.10106
ALB,2016,4.02533
COG,2018,6.61644
AGO,2001,8.47953
GRD,2020,1.07611
URY,2013,15.99094
DEU,2001,14.46762
SAU,2012,0.97551
CAN,2020,11.64402
ERI,2008,13.1801
ESP,2014,8.59512
POL,2011,18.07941
MMR,2017,3.04358
LBR,2015,5.79848
BLZ,2018,5.5768
TZA,2021,5.10475
NAM,2019,8.29863
KEN,2007,5.3267
GAB,2008,8.75282
LTU,2007,34.50852
LBR,2020,5.88944
HRV,2020,14.66505
GMB,2001,4.72232
LBY,2003,4.91389
AUS,2007,11.49788
DEU,2005,13.28291
SDN,2008,3.55182
STP,2003,0.89817
VCT,2007,8.44643
SLB,2019,20.42853
EUR,2007,17.25205
MAR,2017,3.31578
WB_LI,2008,6.11275
COM,2018,6.24889
TUR,2008,2.90489
NOR,2008,11.09834
LBR,2021,5.96626
DOM,2007,4.20929
DZA,2005,3.32939
POL,2003,17.09533
WB_HI,2006,17.01176
KHM,2021,4.49979
PNG,2014,1.9402
TZA,2010,4.3606
TJK,2005,2.99727
NOR,2006,12.0002
ZAF,2010,18.77949
MOZ,2016,11.91953
AUS,2013,11.92302
ERI,2013,13.3606
FSM,2006,22.30576
ARE,2004,2.16884
BHS,2001,3.26657
TLS,2009,3.88987
GNQ,2020,7.40743
PER,2007,1.56932
POL,2010,18.65998
GAB,2010,9.12335
VNM,2009,6.82401
BLR,2008,36.28929
AZE,2011,2.72642
YEM,2000,5.82139
SEAR,2013,12.04758
MLT,2009,7.05912
JOR,2006,1.43626
WB_LMI,2007,10.59346
AMR,2020,9.51625
LUX,2009,11.02429
NLD,2007,8.44638
UGA,2016,4.59982
PER,2012,2.56605
GIN,2011,5.09544
GUY,2014,33.63714
PRI,2015,6.3328
JAM,2007,2.67385
PRT,2001,8.70696
HUN,2019,16.65305
IRQ,2019,3.24821
PER,2002,1.39534
MEX,2014,5.6623
YEM,2010,5.17014
DOM,2018,6.22488
BRA,2002,4.64604
FSM,2020,19.12179
IND,2004,15.40209
GAB,2014,9.84697
BWA,2014,12.80985
CAF,2017,11.0735
IND,2002,15.13863
GTM,2010,5.72732
CAN,2008,12.34484
PRY,2005,4.58453
SWZ,2007,18.67448
LBN,2010,0.83513
MKD,2013,7.73339
CIV,2019,7.75285
EGY,2019,0.90855
AZE,2014,2.12818
UZB,2012,11.49873
MLT,2002,5.61955
THA,2001,11.54767
GTM,2019,5.88081
GTM,2007,6.67842
MDG,2004,6.10799
BGR,2018,9.72825
MLI,2013,4.22939
TJK,2019,2.6116
ARE,2001,2.40854
CMR,2014,8.6441
CMR,2017,8.19617
ITA,2014,7.30192
SRB,2015,17.11738
ECU,2007,8.4769
WB_LMI,2017,9.81163
CHL,2013,9.9488
PAK,2004,6.97934
CIV,2006,5.28979
WB_UMI,2002,11.35133
